original_asiakastunnus,original_lupanumero,original_nimi,original_katuosoite,original_postinumero,original_postitoimipaikka,original_kunta,original_asiakkaan-nimi,original_alkamispaivamaara,original_paattamispaivamaara,lat,lon,formatted,name,housenumber,street,postcode,suburb,county,district,city,state,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
0992388-0,1073317,Pub Saunalamppu 2.0,Keskuskatu 16 B 2,76100,PIEKSÄMÄKI,Pieksämäki,MOONRIDERS OY,24.02.2022,,62.3005112,27.159276,"Beats Club, Keskuskatu 16, 76100 Pieksämäki, Suomi",Beats Club,16,Keskuskatu,76100,Pappilanmäki,,Kaakinmäki,Pieksämäki,Etelä-Savo,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2914291-8,30062053,Way Bakery & Wine Bar,Agricolankatu 9,530,HELSINKI,Helsinki,viiskolme Oy,23.04.2020,,60.1843942,24.9536288,"Agricolankatu 9, 00530 Helsinki, Suomi",,9,Agricolankatu,00530,Kallio,,Keskinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2614978-6,1047009,Ravintola Finnegans,Hyrylänkatu 8 B 4,4300,TUUSULA,Tuusula,alperos Oy,25.02.2015,,60.3977082,25.019358,"Bar Finnegans, Hyrylänkatu 8 B 4, 04300 Tuusula, Suomi",Bar Finnegans,8 B 4,Hyrylänkatu,04300,Hyrylä,,Kievari,Tuusula,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3300558-8,1075816,Xtainment Ravintola,Ratakatu 9 A 1,120,HELSINKI,Helsinki,Xtainment Oy,07.11.2022,,60.174747,24.983911,"Ravintola Pukki, 120 Helsinki, Suomi",,,Ravintola Pukki,120,Mustikkamaa-Korkeasaari,Uusimaa,Kaakkoinen,Helsinki,Etelä-Suomi,Suomi,fi,0.35714285714285715,1,0.35714285714285715,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2927865-5,30885412,Super Bowl Tripla,Firdonkatu 2 B,520,HELSINKI,Helsinki,Tasty Stop Oy,01.08.2024,,60.1978531,24.9289271,"Firdonkatu 2 b, 00240 Helsinki, Suomi",,2 b,Firdonkatu,00240,Pasila,,Keskinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2372155-6,30885297,Fazer Café Jumbo,Vantaanportinkatu 3,1510,VANTAA,Vantaa,Fazer Ravintolat Oy,01.10.2024,,60.291594149999995,24.965677651764707,"Jumbo, Vantaanportinkatu 3, 01510 Vantaa, Suomi",Jumbo,3,Vantaanportinkatu,01510,Pakkala,,Aviapoliksen suuralue,Vantaa,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2372155-6,1037509,Fazer Café Forum,Mannerheimintie 20,100,HELSINKI,Helsinki,Fazer Ravintolat Oy,01.04.2011,,60.1695429,24.9381823,"Mannerheimintie 20, 00014 Helsinki, Suomi",,20,Mannerheimintie,00014,Keskusta,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1088196-4,30881722,Passaripubi,Hankasalmentie 1696,51260,TAHKOMÄKI,Kangasniemi,Koittilan seudun kyläseura ry,01.06.2023,,62.2080293,26.6295165,"Passari pub, Hankasalmentie 1696, 51260 Kangasniemi, Suomi",Passari pub,1696,Hankasalmentie,51260,,,,Kangasniemi,Etelä-Savo,Suomi,fi,0.9090909090909091,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0750509-5,1061094,Mattolaituri,Ehrenströmintie 3 A,140,HELSINKI,Helsinki,Royal Ravintolat Oy,14.05.2018,,60.1538113,24.95594500564348,"Ehrenströmintie 3 a, 00140 Helsinki, Suomi",,3 a,Ehrenströmintie,00140,Kaivopuisto,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1764340-8,1075572,Kotipizza Tori,Haapaniemenkatu 28,70110,KUOPIO,Kuopio,K&R Riihola Oy,29.09.2022,,62.892804600000005,27.676159898862405,"Kauppakeskus Torikulma, Haapaniemenkatu 28, 70110 Kuopio, Suomi",Kauppakeskus Torikulma,28,Haapaniemenkatu,70110,Multimäki,,Puijonkuppee,Kuopio,Pohjois-Savo,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3294082-2,1074836,Kaffekåppin,Vöråvägen 5,66600,VÖYRI,Vöyri,H & C Bäck Ab,28.06.2022,,63.129847,22.252582,"Vöyrin Apteekki, Vöråvägen 5, 66600 Vöyri, Suomi",Vöyrin Apteekki,5,Vöråvägen,66600,,Pohjanmaa,Vöyri,Vöyri,Länsi ja Sisä-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
3314514-2,1076442,Olohuone Tähti,Jäämerentie 11 B,99600,SODANKYLÄ,Sodankylä,Sodankylän Olohuone Oy,25.02.2023,,67.4171058,26.5937107,"Olohuone Tähti, Jäämerentie 11, 99600 Sodankylä, Suomi",Olohuone Tähti,11,Jäämerentie,99600,,,Kylälaakso,Sodankylä,Lappi,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3352156-6,30881500,Juva Camping,Poikolanniementie 68,51900,JUVA,Juva,HC Events Oy,13.05.2023,,61.8928119,27.82332585978446,"Juva Camping, Poikolanniementie 68, 51900 Juva, Suomi",Juva Camping,68,Poikolanniementie,51900,,,,Juva,Etelä-Savo,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2627710-4,30885891,Lopez Tacos Kamppi,Urho Kekkosen katu 1,100,HELSINKI,Helsinki,RaakaVilli Oy,11.06.2025,,60.1693339,24.9331814,"Urho Kekkosen katu 1, 00100 Helsinki, Suomi",,1,Urho Kekkosen katu,00100,Kamppi,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3118113-1,1075846,Kätkä Lake Lodge,Leiri-Kätkä 74,95330,TERVOLA,Tervola,Kätkä Arctic Lake Resort Oy,01.11.2022,,66.0822914,24.8058841,"Tervola, Lappi, Suomi",,,,,,,,Tervola,Lappi,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3166398-2,30074043,Kotipizza Hallituskatu,Hallituskatu 25,90100,OULU,Oulu,Jasmin ja Jarkko Oy,01.05.2022,,65.01184004999999,25.478911620053516,"Hallituskatu 25, 90100 Oulu, Suomi",,25,Hallituskatu,90100,II Vaara,,,Oulu,Pohjois-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0298627-2,30884246,SEO Muonio,Torniontie 6,99300,MUONIO,Muonio,LP Autohuolto Oy,01.05.2024,,67.954871,23.682864,"Rolls, Torniontie 6, 99300 Muonio, Suomi",Rolls,6,Torniontie,99300,,,,Muonio,Lappi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2923308-6,1062680,Döner Harju City,Kaivokatu 8,100,HELSINKI,Helsinki,Döner Harju Oy,21.05.2021,,60.1693275,24.9413626,"Kaivokatu 8, 00014 Helsinki, Suomi",,8,Kaivokatu,00014,Keskusta,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1491633-5,1012283,Ravintola Rudolf,Karjalankatu 34,15150,LAHTI,Lahti,Rudolf Samer,01.03.2018,,60.9799645,25.679907494771577,"Karjalankatu 34, 15150 Lahti, Suomi",,34,Karjalankatu,15150,Paavola,,,Lahti,Päijät-Häme,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0964828-4,1035496,Joensuun Kuntokeidas,Linnunlahdentie 10,80110,JOENSUU,Joensuu,Fitness & Aerobic Club Oy,16.07.2010,,62.5999085,29.7367247,"Linnunlahdentie 10, 80110 Joensuu, Suomi",Linnunlahdentie,10,Linnunlahdentie,80110,Mehtimäki,,Joensuun kantakaupunki,Joensuu,Pohjois-Karjala,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2192298-7,1030253,Arctic SnowHotel/Lumikartano,Lehtoahontie 27,97220,SINETTÄ,Rovaniemi,Snowflake Oy,01.01.2018,,66.637872,25.34579,"Lehtoahontie 27, 97220 Rovaniemi, Suomi",,27,Lehtoahontie,97220,,Lappi,,Rovaniemi,Lappi,Suomi,fi,0.855,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
3558148-2,30889452,Pretty Boy Kamppi,"Malminrinne 2-4 ",100,HELSINKI,Helsinki,Pretty Freyja OY,02.02.2026,,60.1667448,24.9305148,"Jumbowl, Malminrinne 2-4, 00100 Helsinki, Suomi",Jumbowl,2-4,Malminrinne,00100,Kamppi,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3466585-2,30885617,Thai Ravintola & Baari,Kumpulantie 1,90230,OULU,Oulu,Thai Ravintola & Baari Oulu Oy,01.09.2024,,65.0107607,25.5225529,"Thai One, Kumpulantie 1, 90230 Oulu, Suomi",Thai One,1,Kumpulantie,90230,Peltola,,,Oulu,Pohjois-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3145007-1,30072393,Olivia Railway Station,"Kaivokatu 1, Hki rautatieasema",100,HELSINKI,Helsinki,Olivia Restaurants Oy,25.03.2022,,60.1702571,24.9408086,"Kaivokatu 1, 00014 Helsinki, Suomi",,1,Kaivokatu,00014,Keskusta,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2771725-5,30071830,Ravintola Kruunu,Koirasaarentie 50,590,HELSINKI,Helsinki,Tmi A.Sito,02.02.2022,,60.1688414,25.017508,"Koirasaarentie 50, 00590 Helsinki, Suomi",,50,Koirasaarentie,00590,Kruunuvuorenranta,,Kaakkoinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3551220-9,30888499,Bar ja Ravintola Puokkarin Härkä,Mielikintie 1,90550,OULU,Oulu,Pub Bosborin Härkä Oy,01.09.2025,,65.041859,25.4788978,"Bar ja Ravintola Puokkarin Härkä, Mielikintie 1, 90550 Oulu, Suomi",Bar ja Ravintola Puokkarin Härkä,1,Mielikintie,90550,Puolivälinkangas,,,Oulu,Pohjois-Pohjanmaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2751953-1,1053455,Pub Kosken Woima,Valtakatu 61 LH 1,39200,KYRÖSKOSKI,Hämeenkyrö,Legenda Events Oy,05.05.2016,,61.6676504,23.1772571,"Valtakatu 61, 39200 Hämeenkyrö, Suomi",Valtakatu,61,Valtakatu,39200,,,Kyröskoskenharju,Hämeenkyrö,Pirkanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3327736-4,30886025,The Copper´s Lounge,Verkatehtaankatu 8,33100,TAMPERE,Tampere,Panimoyhtiö Kuparitarha Oy,01.11.2024,,61.4972035,23.7694558,"Parturi Hannań kampaamo, Verkatehtaankatu 8, 33100 Tampere, Suomi",Parturi Hannań kampaamo,8,Verkatehtaankatu,33100,Kyttälä,,Keskustan suuralue,Tampere,Pirkanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2917032-9,1062768,Ravintola Penélope,Mikonkatu 9,100,HELSINKI,Helsinki,PX Restaurants Oy,01.11.2018,,60.169902,24.9456477,"Ravintola Penélope, Mikonkatu 9, 00100 Helsinki, Suomi",Ravintola Penélope,9,Mikonkatu,00100,Kluuvi,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2285494-7,1045803,Rafaels steakhouse & bar,Piispankatu 28,6100,PORVOO,Porvoo,T & M Grand Oy,04.11.2013,,60.3924004,25.6636515,"Rafael's Steak House & Bar, Piispankatu 28, 06100 Porvoo, Suomi",Rafael's Steak House & Bar,28,Piispankatu,06100,Keskusta,,,Porvoo,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3112127-8,1068003,Wanha Brankkari,Keskuskatu 1,39700,PARKANO,Parkano,melkein7veljestä Oy,15.05.2020,,62.0099664,23.0240905,"Ylä-Satakunnan musiikkiopisto, Keskuskatu 1, 39700 Parkano, Suomi",Ylä-Satakunnan musiikkiopisto,1,Keskuskatu,39700,Kallionahde,,,Parkano,Pirkanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2507488-2,1043217,Ravintola Piikatyttö,Porosalmentie 313,58900,RANTASALMI,Rantasalmi,Järvisydän Oy,02.01.2013,,62.1210814,28.311777570653277,"Järvisydän, Porosalmentie 313, 58900 Rantasalmi, Suomi",Järvisydän,313,Porosalmentie,58900,,,,Rantasalmi,Etelä-Savo,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2030999-6,1065645,Bar 36,Kuusitie 3,270,HELSINKI,Helsinki,Vartu Bar Oy,29.06.2019,,60.1952162,24.8999173,"Bar 36, Kuusitie 3, 00270 Helsinki, Suomi",Bar 36,3,Kuusitie,00270,Meilahti,,Läntinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2923149-4,1062477,Monnarin Lounaskahvila,Kuntoportti 3,40700,JYVÄSKYLÄ,Jyväskylä,Monnarin Lounaskahvila Oy,06.09.2018,,62.2354401,25.7193787,"Monnarin lounaskahvila, Kuntoportti 3, 40700 Jyväskylä, Suomi",Monnarin lounaskahvila,3,Kuntoportti,40700,Mäki-Matti,,Kantakaupunki,Jyväskylä,Keski-Suomi,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3456459-2,30888810,Arctic Panorama Resort,Golfkentäntie 14-16,96600,ROVANIEMI,Rovaniemi,Arctic Panorama Oy,01.11.2025,,66.5059976,25.8073979,"Golfkentäntie 15, 96600 Rovaniemi, Suomi",Golfkentäntie,15,Golfkentäntie,96600,Ylipää,Lappi,Rovaniemi,Rovaniemi,Lappi,Suomi,fi,0.63,1,1,0.7,,,
2857483-1,1064018,Terrace Kirppu ja Aquarius,Nykäläntie 137,62600,LAPPAJÄRVI,Lappajärvi,Lappajärven kesäteatteri Oy,29.04.2019,,63.2489913,23.643350639214574,"Hotelli Kivitippu, Nykäläntie 137, 62600 Lappajärvi, Suomi",Hotelli Kivitippu,137,Nykäläntie,62600,,,Ylinen,Lappajärvi,Etelä-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0180947-7,1071906,Mif Hockeybar,Idrottsvägen 4,66100,MAALAHTI,Maalahti,Malax Idrottsförening rf,18.09.2021,,62.938908,21.589137,"Idrottsvägen 4, 66100 Maalahti, Suomi",,4,Idrottsvägen,66100,,Pohjanmaa,Maalahti,Maalahti,Länsi ja Sisä-Suomi,Suomi,fi,0.45,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0634348-5,1075656,Hotelliravintola Kumpu,Asemakatu 1,83500,OUTOKUMPU,Outokumpu,Uudet Urat ky,01.11.2022,,62.7262676,29.0146886,"Hotelliravintola Kumpu, Asemakatu 1, 83500 Outokumpu, Suomi",Hotelliravintola Kumpu,1,Asemakatu,83500,Räsälänmäki,,,Outokumpu,Pohjois-Karjala,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3155798-7,1071473,Grannas Bistro,Getavägen 1406,22330,TJUDÖ,Finström,Shineschia Ab,02.06.2021,,63.140673,24.173101,"Möksyntie 1406, 62900 Alajärvi, Suomi",,1406,Möksyntie,62900,,Etelä-Pohjanmaa,,Alajärvi,Länsi ja Sisä-Suomi,Suomi,fi,0,,,0,© OpenAddresses contributors,BSD-3-Clause License,
2196357-8,1048573,Pancho Villa Pori,Siltapuistokatu 14,28100,PORI,Pori,JH-Ravintolat Oy,30.10.2014,,61.494621050000006,21.800424346152685,"Kauppakeskus Puuvilla, Siltapuistokatu 14, 28100 Pori, Suomi",Kauppakeskus Puuvilla,14,Siltapuistokatu,28100,Isosanta,,,Pori,Satakunta,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2942737-4,1062887,Split45,Kauppakatu 45,85800,HAAPAJÄRVI,Haapajärvi,Keila ja Kunto Split45 Oy,12.10.2018,,63.7544816,25.3114138,"Kauppakatu 45, 85800 Haapajärvi, Suomi",Kauppakatu,45,Kauppakatu,85800,,,Laurikkala,Haapajärvi,Pohjois-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3145653-7,1069013,Hotelli Kauhajoen Krouvi,Topeeka 30,61800,KAUHAJOKI,Kauhajoki,Hotelli Kauhajoki Oy,20.07.2020,,62.4243577,22.1778117,"Topeeka 30, 61800 Kauhajoki, Suomi",Topeeka,30,Topeeka,61800,Kuja-Kokko,,,Kauhajoki,Etelä-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2639255-9,1067942,Levant Kallio,Vaasankatu 25,500,HELSINKI,Helsinki,Syriana Finland Oy,11.05.2020,,60.1884887,24.953783,"Ramona, Vaasankatu 25, 00500 Helsinki, Suomi",Ramona,25,Vaasankatu,00500,Alppiharju,,Keskinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0186183-0,30885286,Kalateltta,Maakunnan ranta,88900,KUHMO,Kuhmo,Hotelli Kainuu Oy,12.07.2024,,64.11627995,29.592637854159236,"Kalevalan leirintäalueen ranta, Väinämöinen, 88900 Kuhmo, Suomi",Kalevalan leirintäalueen ranta,,Väinämöinen,88900,Kalevala,Kainuu,,Kuhmo,Kainuu,Suomi,fi,0.2608695652173913,1,0.2608695652173913,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2798119-5,30055703,Vaiha Asema,Mannerheimintie 1,50100,MIKKELI,Mikkeli,Vaiha Oy,01.10.2020,,61.6878935,27.2775241,"Vaiha Asema, Mannerheimintie 1, 50100 Mikkeli, Suomi",Vaiha Asema,1,Mannerheimintie,50100,Savilahti,,Mikkeli,Mikkeli,Etelä-Savo,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3512892-8,30887488,Ravintola pronto,Ulappakatu 1 d 12 lt,2320,ESPOO,Espoo,Lillans Café Oy,07.05.2025,,60.2049651,24.6559808,"Espoo, Uusimaa, Suomi",,,,,,,,Espoo,Uusimaa,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3337331-3,30881278,Iguana Arabia,Hämeentie 111,550,HELSINKI,Helsinki,A2Z Hospitality OY,28.04.2023,,60.2025587,24.967831,"Hämeentie 111, 00560 Helsinki, Suomi",,111,Hämeentie,00560,Toukola,,Keskinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1928598-2,1017666,Sino's shashlik ja Steakhouse,Kapteeninkatu 14,48100,KOTKA,Kotka,T:mi Sinolee,05.12.2017,,60.4635399,26.9413885,"Oliivi, Kapteeninkatu 14, 48100 Kotka, Suomi",Oliivi,14,Kapteeninkatu,48100,Kotkansaari 3,,,Kotka,Kymenlaakso,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0993438-7,1050030,Farmigolf,Vaihmalantie 120,37500,LEMPÄÄLÄ,Lempäälä,Isoperi Oy,01.03.2018,,61.298234,23.777502,"Hiisi-Golf, Vaihmalantie 120, 37500 Lempäälä, Suomi",Hiisi-Golf,120,Vaihmalantie,37500,Maakala,Pirkanmaa,Lempäälä,Lempäälä,Länsi ja Sisä-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
1029913-0,30882363,Vuokatti Areenan halli ja areenat,Opistontie 1C,88610,VUOKATTI,Sotkamo,Sport Fellows Oulu Oy,06.07.2023,,64.1415388,28.2856008,"Opistontie 1b, 88610 Vuokatti, Suomi",Opistontie,1b,Opistontie,88610,,,,Vuokatti,Kainuu,Suomi,fi,0.855,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3273094-8,1075739,M&M Curry 510,Tammelantori,33100,TAMPERE,Tampere,M&M Curry 510 Oy,01.11.2022,,61.50171105,23.778747857596255,"Tammelantori, 33500 Tampere, Suomi",Tammelantori,,Tammelantori,33500,Tammela,,Keskustan suuralue,Tampere,Pirkanmaa,Suomi,fi,0.5,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3098098-6,1070074,Ravintola Kulmahuone,Lappeentie 18,55100,IMATRA,Imatra,Hullu Kettu Oy,11.01.2021,,61.1710688,28.7653543,"Hopealusikka, Lappeentie 18, 55100 Imatra, Suomi",Hopealusikka,18,Lappeentie,55100,Imatrankoski,,Imatrankoski,Imatra,Etelä-Karjala,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0892565-7,1063369,Ravintola Erika,Lahdenkatu 46,15210,LAHTI,Lahti,Lahden Tähtihuolto Oy,27.12.2018,,60.9948064,25.6640666,"Ravintola Erika, Lahdenkatu 46, 15210 Lahti, Suomi",Ravintola Erika,46,Lahdenkatu,15210,Kiveriö,,,Lahti,Päijät-Häme,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1848152-7,1041130,Sahrami,Torikatu 5-7,54800,SAVITAIPALE,Savitaipale,TOK Ravintolat Oy,01.11.2003,,61.1972574,27.6827536,"Sahrami, Torikatu 5-7, 54800 Savitaipale, Suomi",Sahrami,5-7,Torikatu,54800,Keskusta,,,Savitaipale,Etelä-Karjala,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1957941-1,1050936,Teboil Suonenjoki,Koulukatu 1,77600,SUONENJOKI,Suonenjoki,TB-Auto Suonenjoki Oy,01.03.2018,,62.628349,27.1159127,"Teboil Suonenjoki, Koulukatu 1, 77600 Suonenjoki, Suomi",Teboil Suonenjoki,1,Koulukatu,77600,,,,Suonenjoki,Pohjois-Savo,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2710943-6,1051856,BAR HELMI,Hitsaajankatu 14,810,HELSINKI,Helsinki,Hesan Helmi Oy,01.11.2015,,60.1930082,25.0303993,"Hitsaajankatu 14, 00810 Helsinki, Suomi",,14,Hitsaajankatu,00810,Herttoniemi,,Kaakkoinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3398190-9,30883432,bar-bumerang,jakomäentie 24,770,HELSINKI,Helsinki,Bita Oy,01.12.2023,,60.2540224,25.0769233,"Bar Bumerang, Jakomäentie 24, 00770 Helsinki, Suomi",Bar Bumerang,24,Jakomäentie,00770,Jakomäki,,Koillinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3360849-3,30888230,Hietasaari Beach Club,Hietasaari,65170,VAASA,Vaasa,Levak Oy,02.07.2025,01.07.2026,63.094313,21.594883,"Hietasaari, 65170 Vaasa, Suomi",,,Hietasaari,65170,,Pohjanmaa,Vaasa,Vaasa,Länsi ja Sisä-Suomi,Suomi,fi,1,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3373083-5,30883180,Liikuntakeskus Hutungin kahvio,Reinontie 7,40800,VAAJAKOSKI,Jyväskylä,Hutunki sports & wellbeing Oy,23.10.2023,,62.2405709,25.8644089,"Palloilukeskus Hutunki, Reinontie 7, 40800 Jyväskylä, Suomi",Palloilukeskus Hutunki,7,Reinontie,40800,Varaslahti,,Vaajakoski-Jyskä,Jyväskylä,Keski-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0922330-7,1063900,Ämyrin tanssilavan ravintola,Salkolantie 77,31470,SOMERNIEMI,Somero,Somerniemen vapaaehtoinen palokunta ry,11.05.2019,,60.57450785,23.74139802955878,"Salkolantie 77, 31470 Somero, Suomi",,77,Salkolantie,31470,,,,Somero,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0907162-2,1076025,Bar Cafe Columbia,Hallituskatu 3,45100,KOUVOLA,Kouvola,Colorado Baari Oy,01.01.2023,,60.8663014,26.70559679734469,"Kouvolan matkakeskus, Hallituskatu 3, 45100 Kouvola, Suomi",Kouvolan matkakeskus,3,Hallituskatu,45100,Keskusta,,Kouvolan keskustan suuralue,Kouvola,Kymenlaakso,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3242832-7,1077021,Luckiefun's Sushibuffet Salo,Vilhonkatu 8,24100,SALO,Salo,Kostea Kurkku Oy,12.04.2023,,60.38635295,23.123648948222414,"Plaza, Vilhonkatu 8, 24100 Salo, Suomi",Plaza,8,Vilhonkatu,24100,Kauniainen,,,Salo,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2112598-8,1076291,Dylan Vaisala,Vanha Nurmijärventie 21,1670,VANTAA,Vantaa,Toothpicks and Honey Oy,09.01.2023,,60.28173365,24.877381757042862,"Vaisala Oyj, Vanha Nurmijärventie 21, 01670 Vantaa, Suomi",Vaisala Oyj,21,Vanha Nurmijärventie,01670,Vantaanlaakso,,Myyrmäen suuralue,Vantaa,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
